Categoria_Participante,Contribuicao_Link,Contribuicoes_N/A,Contribuicoes_N/C,Contribuicoes_N/D,Contribuicoes_Nao,Contribuicoes_Numero,Contribuicoes_Parcialmente,Contribuicoes_Sim,Estatal,ID_Interno,Link Resultado,Link_Anexo_1,Link_Anexo_2,Link_Anexo_3,Link_Anexo_4,PF_Vinculado_Ocupacao,Personalidade,Pontos_de_Atencao_para_o_Regulacao_em_Numeros_Contribuicoes,Quem,Sub_sub_subcategoria_Participante,Sub_subcategoria_Participante,Subcategoria_Participante
?,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,,,,,,Não,ANCINE_2016_1_33,,,,,,MARCEL LEONARDI (ADVOGADO),PJ,"O participante fala que é advogado da empresa google no sistema. contudo, no teor de sua contribuição, assina como PRESIDENTE DO IAB BRASIL. qual eu uso? IAB BRASIL -> (Interactive Advertising Bureau) .",GOOGLE / IAB (International Advertising Bureau),?,?,?
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,1.0,,1,,,Não,ANCINE_2016_1_33,,,,,,RENATA LIMA (COORDENADORA DE CONTEÚDOS ESPECIAIS PARA CINEMA),PJ,Fazem propaganda em salas de cinema.,FLIX MEDIA,,,Produtora
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,6.0,,6,,,Não,ANCINE_2016_1_33,,,,,,Nome ilegível,PJ,,ABDTIC - Associação Brasileira de Direito da Tecnologia da Informação e das Comunicações / ABDI - ASSOCIAÇÃO BRASILEIRA DE DIREITO DE INFORMÁTICA E TELECOMUNICAÇÕES,,,Instituição de ensino e/ou pesquisa
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20in%20logomarca.pdf,,,1.0,,1,,,Não,ANCINE_2016__34,,,,,,,PF,,SAMUEL ANDERSON ROCHA BARROS,,,Indivíduo interessado
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20in%20logomarca.pdf,,,1.0,,1,,,#REF!,ANCINE_2016__34,,,,,,FLÁVIA OLIVEIRA MACHADO (COORDENADORA DE ACESSIBILIDADE E MULTIMÍDIA),#REF!,,TV APARECIDA,#REF!,#REF!,#REF!
,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20in%20logomarca.pdf,,,1.0,,1,,,,ANCINE_2016__34,,,,,,ANA FLAVIA OLIVEIRA (ESTUDANTE),,,CONSPIRAÇÃO FILMES,,,
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20in%20logomarca.pdf,,,5.0,,10,,,#REF!,ANCINE_2016__34,,,,,,Gabriela Paes de Carvalho Rocha (ADVOGADA),#REF!,,"Bialer, Falsetti & Valadares Advogados",#REF!,#REF!,#REF!
Entidade Representativa,,,,4.0,,4,,,Não,ANCINE_2016__34,,,,,,?,PJ,,SICAV (Sindicato Interestadual da Indústria Audiovisual),,,Indústria audiovisual
,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,3,,,,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,CLAUDIA CONSTANTINO (ANALISTA DE ASSUNTOS REGULATÓRIOS),,,TELEFÔNICA DO BRASIL S.A.,,,
Ator Governamental,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,2,,,Sim,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,MARCELO DE MATOS RAMOS (COORDENADOR GERAL DE COMUNICAÇÃO E MÍDIA ),PJ,"Enviou as contribuições tanto pelo sistema quanto por um parecer (assinado por chefe de gabinete, outra pessoa, vou usar a da pessoa que assinou no sistema)",SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,5,,,Não,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,LARISSA SOUZA TEIXEIRA (ASSESSORA PARLAMENTAR ),PJ,"Enviou as contribuições tanto pelo sistema quanto por um parecer (assinado por chefe de gabinete, outra pessoa, vou usar a da pessoa que assinou no sistema);",ABTA (ASSOCIAÇÃO BRASILEIRA DE TELEVISÃO POR ASSINATURA),,Home Video,Indústria Audiovisual
#REF!,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,3,,,#REF!,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,JOYCE PRADO ALMEIDA (CINEASTA),#REF!,"A Associação dxs Profissionais do Audiovisual Negro (A.P.A.N) é uma instituição de fomento, valorização e divulgação de realizações audiovisuais protagonizadas por negras e negros bem como a promoção de profissionais também negros para o mercado audiovisual.",APAN (ASSOCIAÇÃO DOS PROFISSIONAIS DO AUDIOVISUAL NEGRO),#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,4,,,#REF!,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,CHARLES CARMO COSTA (ANALISTA REGULATÓRIO SR. ),#REF!,,ALGAR TELECOM,#REF!,#REF!,#REF!
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,1?,,,Não,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,CARLOS ALKIMIM (DIRETOR EXECUTIVO),PJ,"Fez uma longa contribuição, quase como um parecer mas que envolvia diversas partes da agência.conto como uma?:",ABPTA (Associação Brasileira dos Programadores de TV por Assinatura) / TAP BRASIL - ASSOCIAÇÃO DOS PROGRAMADORES DE TELEVISÃO,,,Home Video
,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,1?,,,,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,CLAUDIA REGINA AMARAL GONZALES (ADVOGADA),,"Fez uma longa contribuição, quase como um parecer mas que envolvia diversas partes da agência.conto como uma? SÃO VARIAS SUGESTÕES DENTRO DE UMA GRANDE CONTRIBUIÇÃO. COMO PROCEDER?:",CLARO S.A.,,,
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,,,,Não,ANCINE_2016_1-E_35,https://www.ancine.gov.br/sites/default/files/Relat%C3%B3rio%20de%20Consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20agenda%20regulatoria%20site.pdf,,,,,Não dá para identificar.,PJ,"Fez uma longa contribuição, quase como um parecer mas que envolvia diversas partes da agência.conto como uma?:",ASSOCIAÇÃO NEOTV,,Home Video,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,6.0,,6,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,"COLOCANDO COMO LINK RESULTADO O LINK DO RELATÓRIO EM QUE HÁ A RESPOSTA DA AGÊNCIA ÀS CONTRIBUIÇÕES (HAVENDO 2 RELATORIOS, PODE SER QUE UM CONTENHA SÓ RESPOSTAS DA AGENCIA E OUTRO APENAS A TRANSCRIÇÃO DAS CONTRIBUIÇÕES).",FELIPE BALMANT SANTOS REZENDE,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,RODRIGO NEVES ROCHA,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,ANDRÉ (não colocou sobrenome),,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,ÉRICO DAMÁSIO SILVEIRA,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,GEORGE SADAT FIGUEIREDO,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,GABRIEL BATISTA DOS SANTOS ERRICO,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,2.0,,2,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,GILMARCIO DE MELO SANTOS,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,Não,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,PF,,KEVIN BOINA CAPELINI,,,Indivíduo interessado
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,#REF!,,THIAGO PEREOTA TOSE,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,#REF!,,BRUNO MOURÃO DE ARAÚJO,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,#REF!,,JARDEL TOREZANI FIRME,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1?,,,#REF!,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,STANLEY PIERRE-LOUIS (Senior Vice President),#REF!,"Não sei como classificar. é complicado pois em tese eles ainda não foram regulados, logo, não estão na -lista- de agentes economicos regulados -empresas de softwares etc. Enviou um parecer sobre a AIR. Conto como 1 contribuição?",ESA (Entertainment Software Association),#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20-%20AIR%20jogos%20eletr%C3%B4nicos.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_2_36,https://www.ancine.gov.br/sites/default/files/RELAT%C3%93RIO%20DE%20CONSULTA%20P%C3%9ABLICA%20-%20JOGOS.pdf,,,,,,#REF!,,OSMAR PAES LANDIN FILHO,#REF!,#REF!,#REF!
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,6.0,,6,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,RICARDO CASTANHEIRA,PJ,Enviou contribuição em formato de parecer também ao email da ouvidoria. Escolhi o nome utilizado no sistema em detrimento do que assinava o email.,MOTION PICTURE ASSOCIATION - AMÉRICA LATINA,,Produtora,Indústria Audiovisual
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,#REF!,,GABRIEL BOUHID BARRADAS,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,ILDEU RANDOLFO BORGES JUNIOR (ENGENHEIRO ),#REF!,Mandou também um parecer por email.,SINDITELEBRASIL ( Sindicato Nacional das Empresas de Telefonia e de Serviço Móvel Celular e pessoal ),#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,2.0,,2,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,Gabriela Paes de Carvalho Rocha (Advogada),#REF!,Mandou também um parecer por email.,"Bialer, Falsetti & Valadares Advogados",#REF!,#REF!,#REF!
Outros,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,PF,,RODRIGO NEVES ROCHA,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,PF,,ÉRICO DAMÁSIO SILVEIRA,,,Indivíduo interessado
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,2.0,,2,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,FLAVIO COUTINHO DE SENNA FREDERICO (DIRETOR),#REF!,,KINOSCÓPIO CINEMATOGRÁFICA LTDA,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,#REF!,,ANDRÉ KLOTZEL,#REF!,#REF!,#REF!
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,SONIA REGINA PIASSA (PUBLICITÁRIA),PJ,,APRO (Associação brasileira da produção de obras audiovisuais),,Produtora,Indústria Audiovisual
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,#REF!,"Enviou o TCC para fomentar o debate. Ainda que nela faça algumas sugestões, é uma contribuição de fato?",ANDRESSA BIZUTTI ANDRADE,#REF!,#REF!,#REF!
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,KARLA DANIELE DOMINGUES SENA (ASSESSORA),PJ,,RECORD,,,Home video
Ator Governamental,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,3.0,,3,,,Sim,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,RODRIGO ABREU DE FREITAS MACHADO (ARQUITETO),PJ,,SECRETARIA NACIONAL DE PROMOÇÃO DOS DIREITOS DA PESSOA COM DEFICIÊNCIA (SDH),,Executivo Federal,Poder Executivo
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,1.0,,1,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,,#REF!,,CEZAR DE LIRA BUDAL ARINS,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,"Sem PF vinculada (enviado por email, sem ser pelo sistema)",#REF!,"2 entidades escreveram a contribuição ; a contribuição foi enviada em um modelo de parecer, conta como uma?",ABRACI (ASSOCIAÇÃO BRASILEIRA DE CINEASTAS) ; APACI ( ASSOCIAÇÃO PAULISTA DE CINEASTAS),#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,Eric (sem sobrenome),#REF!,"Não sei como classificar pois esta contribuição foi enviada por email, no formato parecer, e identificada por: BOCA A BOCA filmes -> produtora independente de filmes, docs e televisao ; E Instituto de Pesquisa Boca a Boca -> setor de pesquisa voltado para o mercado audiovisual.",BOCA A BOCA Filmes ; Instituto de Pesquisa Boca a Boca ;,#REF!,#REF!,#REF!
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,"Sem PF vinculada (enviado por email, sem ser pelo sistema)",PJ,"a contribuição foi enviada em um modelo de parecer, conta como uma?",BRASSCOM (ASSOCIAÇÃO BRASILEIRA DAS EMPRESAS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO),,?,Indústria Audiovisual
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,Gonzalo Navarro Cabrera (DIRETOR EXECUTIVO),#REF!,"a contribuição foi enviada em um modelo de parecer, conta como uma?",ALAI (Associación Latinoamericana de Internet),#REF!,#REF!,#REF!
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,Não,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,"Sem PF vinculada (enviado por email, sem ser pelo sistema)",PJ,"a contribuição foi enviada em um modelo de parecer, conta como uma?",ASSOCIAÇÃO NEOTV,,Home Video,Indústria Audiovisual
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,Paula Pinha (DIRETORA DE POLITICAS PUBLICAS - AMERICA LATINA),#REF!,"a contribuição foi enviada em um modelo de parecer, conta como uma?",NETFLIX ENTRETENIMENTO DO BRASIL LTDA,#REF!,#REF!,#REF!
#REF!,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,#REF!,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,Ashley Friedman (DIRETORA),#REF!,"a contribuição foi enviada em um modelo de parecer, conta como uma? // NÃO SEI COMO CLASSIFICAR -> se autodenominam "" a voz global do setor das industrias de tecnologia de informacao.",ITI (Information Technology Industry Council),#REF!,#REF!,#REF!
Ator Governamental,https://www.ancine.gov.br/sites/default/files/relat%C3%B3rio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20p%C3%BAblica%20com%20anexo%201605%20red.pdf,,,,,,,,Sim,ANCINE_2016_3_37,https://www.ancine.gov.br/sites/default/files/Vod%20Documento%20P%C3%BAblico%20Final%20v3_2.pdf,,,,,MARCELO DE MATOS RAMOS (COORDENADOR GERAL DE COMUNICAÇÃO E MÍDIA),PJ,"a contribuição foi enviada em um modelo de parecer, conta como uma?",SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
